source,split,row_id,original_smiles,original_Y,keep_candidate,drop_reason,b3db_smiles,b3db_Y,b3db_group,b3db_row_nos,b3db_compound_names
nonisomeric_exact_high_conf,test,test:399,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,0,True,,CC(=O)S[C@H]1CC2=CC(=O)CCC2(C)[C@H]2CCC3(C)[C@@H](CCC34CCC(=O)O4)[C@@H]12,0,B,B3DB_classification:2760,nan
nonisomeric_exact_high_conf,test,test:400,CO/N=C/C1=CCCN(C)C1,1,True,,CO/N=C\C1=CCCN(C)C1,1,B,B3DB_classification:1960|B3DB_classification:4553,milameline ; milameline
inchikey_exact_high_conf,train,train:88,N=C(N)NCCCOc1ccccc1,1,True,,NC(N)=NCCCOc1ccccc1,1,B,B3DB_classification:2308,guanoxyfen
inchikey_exact_high_conf,train,train:728,CC(=O)N1CCN(C(=O)Cc2ccc([S@@](C)=O)cc2)[C@@H](CN2CC[C@H](O)C2)C1,0,True,,CC(=O)N1CCN(C(=O)Cc2ccc([S@@+](C)[O-])cc2)[C@@H](CN2CC[C@H](O)C2)C1,0,B,B3DB_classification:1143,gr94839_i
inchikey_exact_high_conf,train,train:784,Cc1ccc(CC2=CNC(NCCSCc3ccc(CN(C)C)o3)=NC2)cn1,0,True,,Cc1ccc(CC2=CN=C(NCCSCc3ccc(CN(C)C)o3)NC2)cn1,0,B,B3DB_classification:2185,trimetrexate
inchikey_exact_high_conf,train,train:841,CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,1,True,,CN1CC(=O)NC1=NC(=O)Nc1cccc(Cl)c1,1,B,B3DB_classification:1822,fenobam
inchikey_exact_high_conf,train,train:848,O=C1N=C(NC2CC2)OC1c1ccccc1,1,True,,O=C1NC(=NC2CC2)OC1c1ccccc1,1,B,B3DB_classification:2471,cyclazodone
inchikey_exact_high_conf,train,train:920,CN=C(NC#N)NCCSCc1csc(N=C(N)N)n1,1,True,,CN/C(=N\CCSCc1csc(NC(=N)N)n1)NC#N,1,A,B3DB_classification:174,"tiotidine (skb10, y-g10)"
inchikey_salt_high_conf,train,train:974,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-],0,False,no_unique_high_conf_b3db_match,,,,,
inchikey_exact_high_conf,train,train:1008,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,1,True,,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,1,A,B3DB_classification:314,mesoridazine
inchikey_exact_high_conf,train,train:1061,CNC(=NC#N)Nc1cccc(-c2csc(N=C(N)N)n2)c1,0,True,,CN=C(NC#N)Nc1cccc(-c2csc(N=C(N)N)n2)c1,0,A,B3DB_classification:35,chebi: 145922
inchikey_exact_high_conf,train,train:1096,CCNC(=NC#N)NCCSCc1ncccc1Br,0,True,,CCNC(=NCCSCc1ncccc1Br)NC#N,0,A,B3DB_classification:4,bbcpd11 (cimetidine analog) (y-g13)
inchikey_exact_high_conf,train,train:1224,Cn1c(=O)c2nc[nH]c2n(C)c1=O,1,True,,Cn1c(=O)c2[nH]cnc2n(C)c1=O,1,A,B3DB_classification:339,theophylline
inchikey_exact_high_conf,train,train:1272,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,0,True,,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,1,A,B3DB_classification:170,omeprazole
inchikey_exact_high_conf,train,train:1284,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CCS(=O)C3)S[C@H]12,0,True,,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CC[S+]([O-])C3)S[C@H]12,0,B,B3DB_classification:2099,sulopenem
inchikey_exact_high_conf,train,train:1300,CCNC1=NC(=O)C(c2ccccc2)O1,1,True,,CCN=C1NC(=O)C(c2ccccc2)O1,1,B,B3DB_classification:1617,fenozolone
inchikey_exact_high_conf,valid,valid:40,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,0,True,,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,0,A,B3DB_classification:85,didanosine
inchikey_exact_high_conf,valid,valid:169,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,1,True,,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,1,A,B3DB_classification:414,thioperamide
inchikey_exact_high_conf,test,test:16,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,1,True,,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,1,B,B3DB_classification:2357,folic acid
inchikey_exact_high_conf,test,test:224,Nc1nc(=O)c2ncn(CC[C@@H](O)CO)c2[nH]1,1,True,,Nc1nc2c(ncn2CC[C@@H](O)CO)c(=O)[nH]1,1,B,B3DB_classification:2356,buciclovir
inchikey_exact_high_conf,test,test:228,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,1,True,,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,1,B,B3DB_classification:1275,valganciclovir
inchikey_exact_high_conf,test,test:237,CCNC1=Nc2ccc(Cl)cc2C(c2ccccc2)S1,1,True,,CCN=C1Nc2ccc(Cl)cc2C(c2ccccc2)S1,1,B,B3DB_classification:1618,etasuline
inchikey_exact_high_conf,test,test:382,CN(C)c1cc(-c2nc(N)n[nH]2)ccn1,0,True,,CN(C)c1cc(-c2n[nH]c(N)n2)ccn1,0,A,B3DB_classification:105,y-g12 (bbcpd10)
